00.000,20.624,41.285,56.569,67.874
00.000,17.910,39.679,54.962,66.267
00.000,15.529,38.234,53.517,64.822
00.000,06.613,36.839,52.123,63.428
00.000,01.822,35.598,50.881,62.186
00.000,-00.97,32.698,49.506,60.811
00.000,00.000,00.000,00.000,00.000
00.000,03.501,37.168,52.452,63.757
00.000,03.311,36.872,52.155,63.460
00.000,05.801,35.738,51.021,62.326
00.000,00.000,00.000,00.000,00.000
00.000,-00.61,19.099,48.297,59.603
00.000,14.523,33.077,51.450,62.912
00.000,04.208,32.426,51.095,62.418
00.000,03.436,32.227,49.861,61.168
00.000,05.104,34.259,49.801,61.106
00.000,00.000,00.000,00.000,00.000
00.000,-00.52,20.084,40.620,58.409
00.000,08.530,31.908,50.267,61.741
00.000,08.816,31.798,50.833,62.270
00.000,03.613,30.603,48.754,61.048
00.000,03.450,31.717,47.541,58.955
00.000,00.000,00.000,00.000,00.000
00.000,-00.44,21.082,41.733,55.067
00.000,08.927,28.882,49.026,60.520
00.000,00.000,00.000,00.000,00.000
00.000,07.532,28.737,48.577,60.974
00.000,01.864,27.872,46.354,59.682
00.000,01.161,23.056,44.112,57.415
00.000,-00.34,22.093,42.861,56.219
00.000,09.356,30.036,49.223,61.157
00.000,05.732,27.685,46.748,58.742
00.000,07.248,25.444,47.215,59.660
00.000,07.532,26.099,46.419,59.753
00.000,02.634,24.822,45.123,58.431
00.000,-00.82,23.595,43.846,57.138