00.000,08.626,44.718,66.554,79.765,87.758
00.000,-00.18,42.522,64.930,78.159,86.151
00.000,-00.11,33.414,63.342,76.714,84.706
00.000,-00.50,32.345,61.794,75.319,83.312
00.000,-01.26,31.270,60.559,74.078,82.070
00.000,-01.42,30.079,59.190,72.703,80.695
00.000,00.000,00.000,00.000,00.000,00.000
00.000,00.006,35.172,62.277,75.648,83.641
00.000,00.040,33.512,60.812,75.352,83.344
00.000,-02.95,32.495,59.425,74.218,82.210
00.000,00.000,00.000,00.000,00.000,00.000
00.000,-02.21,29.033,57.986,71.494,79.487
00.000,06.728,39.133,58.910,74.793,82.803
00.000,01.309,37.711,58.219,74.308,82.303
00.000,01.230,34.528,56.450,73.059,81.052
00.000,-04.92,33.181,55.663,72.998,80.990
00.000,00.000,00.000,00.000,00.000,00.000
00.000,-02.20,28.480,50.912,70.300,78.293
00.000,06.279,37.990,57.658,73.620,81.633
00.000,04.126,38.098,57.871,74.138,82.155
00.000,03.310,36.620,56.713,72.732,80.934
00.000,-05.66,31.791,54.647,70.532,78.839
00.000,00.000,00.000,00.000,00.000,00.000
00.000,-02.10,29.465,51.971,64.148,77.114
00.000,06.099,40.069,58.772,70.087,80.412
00.000,00.000,00.000,00.000,00.000,00.000
00.000,04.465,35.974,56.756,70.939,80.858
00.000,03.479,33.434,55.638,69.710,79.552
00.000,-01.64,31.415,53.552,67.352,77.274
00.000,-01.78,30.464,53.043,65.235,76.289
00.000,10.692,41.223,59.926,71.241,81.079
00.000,02.093,38.872,57.575,68.890,78.667
00.000,03.423,33.656,56.483,68.112,79.535
00.000,05.826,34.419,56.620,68.401,79.498
00.000,-01.00,33.157,55.290,67.285,78.191
00.000,-02.11,31.943,54.064,66.071,76.934