00.000,09.562,18.209,26.030,33.103,39.499
00.000,01.472,16.212,24.423,31.496,37.893
00.000,-00.10,14.412,22.975,30.051,36.448
00.000,-00.37,12.758,21.574,28.657,35.053
00.000,-00.38,11.550,20.319,27.415,33.812
00.000,-00.38,-00.72,17.312,26.039,32.437
00.000,00.000,00.000,00.000,00.000,00.000
00.000,01.047,10.432,21.910,28.986,35.382
00.000,00.534,09.950,21.607,28.689,35.086
00.000,-01.12,09.256,20.462,27.555,33.952
00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.38,-00.72,02.984,24.829,31.228
00.000,07.220,14.300,21.393,28.249,34.581
00.000,02.803,12.800,20.413,27.659,34.048
00.000,-00.69,10.451,18.518,26.398,32.794
00.000,-01.19,09.029,17.642,26.335,32.732
00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.38,-00.72,03.950,19.079,30.035
00.000,02.119,13.061,20.256,27.045,33.411
00.000,03.042,12.160,20.410,27.192,33.905
00.000,-00.52,10.742,19.178,26.023,32.684
00.000,-01.17,06.305,17.013,24.007,30.582
00.000,00.000,00.000,00.000,00.000,00.000
00.000,-01.35,-00.72,12.887,20.195,26.664
00.000,00.802,11.948,19.114,25.839,32.195
00.000,00.000,00.000,00.000,00.000,00.000
00.000,00.426,09.534,19.166,25.972,32.610
00.000,00.201,08.136,17.784,24.714,31.319
00.000,-04.65,05.913,15.421,22.479,29.049
00.000,-01.55,-00.57,14.104,21.320,27.843
00.000,01.542,11.781,19.886,26.714,32.954
00.000,-01.22,09.235,17.478,24.330,30.555
00.000,00.198,07.448,17.824,24.747,31.317
00.000,00.891,08.252,16.748,24.856,31.406
00.000,-01.55,07.050,15.468,23.555,30.079
00.000,-01.37,01.532,14.187,22.285,28.769